Symbol	RAPdb	MSU
OsYUC9	Os01g0273800	LOC_Os01g16714
OsYUCCA1|OsYUC1	Os01g0645400	LOC_Os01g45760
OsYUCCA2	Os05g0528600	LOC_Os05g45240
OsYUCCA3	Os01g0732700	LOC_Os01g53200
OsYUCCA4	Os01g0224700	LOC_Os01g12490
OsYUCCA5	Os12g0512000	LOC_Os12g32750
OsYUCCA6|OsYUC6	Os07g0437000	LOC_Os07g25540
OsYUCCA7	Os04g0128900	LOC_Os04g03980
OsZDS	Os07g0204900	LOC_Os07g10490
OsZFP	Os01g0252900	LOC_Os01g14920
OsZFP1|SRZ3	Os06g0141200	LOC_Os06g04920
OsZFP7	Os07g0593000	LOC_Os07g40300
OsZHD1	Os09g0466400	LOC_Os09g29130
OsZHD2	Os08g0479400	LOC_Os08g37400
OsZHD4	Os11g0243300	LOC_Os11g13930
OsZHD8	Os04g0434500	LOC_Os04g35500
OsZIP-1a|OsbZIP86	Os12g0233800	LOC_Os12g13170
OsZIP-2a|OsbZIP80	Os11g0154900	LOC_Os11g05640
osZIP-2b	Os12g0156200	LOC_Os12g06010
OsZIP1	Os01g0972200	LOC_Os01g74110
OsZIP3	Os04g0613000	LOC_Os04g52310
OsZIP4	Os08g0207500	LOC_Os08g10630
OsZIP5	Os05g0472700	LOC_Os05g39560
OsZIP6	Os05g0164800	LOC_Os05g07210
OsZIP7a	Os05g0198400	LOC_Os05g10940
OsZIP8	Os07g0232800	LOC_Os07g12890
OsZNL	Os03g0156700	LOC_Os03g06090
OsZOU-1	Os04g0429400	LOC_Os04g35010
OsZOU-2	Os02g0547600	LOC_Os02g34320
OVP1	Os06g0644200	LOC_Os06g43660
OVP2	Os06g0178900	LOC_Os06g08080
OVP3	Os02g0802500	LOC_Os02g55890
OZT1|OsMTP1	Os05g0128400	LOC_Os05g03780
p26	Os01g0970400	LOC_Os01g73880
p28	Os10g0467600	LOC_Os10g32970
P31comet|OsBVF1	Os05g0251400	LOC_Os05g16250
PAD4|OsPAD4	Os11g0195500	LOC_Os11g09010
PAIR1	Os03g0106300	LOC_Os03g01590
PAIR2	Os09g0506800	LOC_Os09g32930
PAIR3	Os10g0405500	LOC_Os10g26560
PAKRP1|OsKRP1	Os04g0350300	LOC_Os04g28260
PAL|OsPAL4	Os02g0627100	LOC_Os02g41680
PAY1	Os08g0407200	LOC_Os08g31470
Pb1	Os11g0579200	LOC_Os11g37050
Pbcp	Os01g0164600	LOC_Os01g07090
PCF1	Os04g0194600	LOC_Os04g11830
PCF2|OsPCF2	Os08g0544800	LOC_Os08g43160
PCF3	Os11g0175700	LOC_Os11g07460
PDIL2;3	Os09g0451500	LOC_Os09g27830
PDK1	Os01g0872800	LOC_Os01g65230
PEPC-1	Os02g0244700	LOC_Os02g14770
PEPCK	Os10g0204400	LOC_Os10g13700
PEZ1	Os03g0571900	LOC_Os03g37490
PF1	Os09g0402100	LOC_Os09g23730
PFL	Os06g0553200	LOC_Os06g35970
PG5b|Prol-08	Os05g0328800	LOC_Os05g26350
PGI1	Os03g0776000	LOC_Os03g56460
PGI2	Os06g0256500	LOC_Os06g14510
PGL1	Os03g0171300	LOC_Os03g07510
PGL2|OsBUL1	Os02g0747900	LOC_Os02g51320
PHD1	Os01g0367100	LOC_Os01g26920
Pho1	Os03g0758100	LOC_Os03g55090
Pho2	Os01g0851700	LOC_Os01g63270
phot1a	Os12g0101800	LOC_Os12g01140
PHYA|OsPhyA	Os03g0719800	LOC_Os03g51030
PHYB|OsphyB	Os03g0309200	LOC_Os03g19590
PHYC	Os03g0752100	LOC_Os03g54084
Pi1-5	None	None
Pi1-6	None	None
Pi21	Os04g0401000	LOC_Os04g32850
Pi25|Pid3	Os06g0330100	LOC_Os06g22460
Pi36	None	None
Pi37	Os01g0781700	LOC_Os01g57310
PI3K	Os05g0180600	LOC_Os05g08810
Pi5-1	None	None
Pi5-2	None	None
Pi50	None	None
Pi64	None	None
Pi9|Piz-t|Pi2	Os06g0286700	LOC_Os06g17900
Pib	None	None
PIBH8	Os08g0539700	LOC_Os08g42700
Pik-1	None	None
Pik-2	None	None
pikh|pi54	None	None
Pikm1-TS	None	None
Pikm2-TS	None	None
Pikp-1	None	None
Pikp-2	Os11g0689100	LOC_Os11g46210
PIOX|RalphaO	Os12g0448900	LOC_Os12g26290
Pir7a	Os01g0934900	LOC_Os01g70860
Pir7b	Os01g0934800	LOC_Os01g70850
PISH	Os01g0782100	LOC_Os01g57340
Pit	Os01g0149500	LOC_Os01g05620
Pita|Pi-4a	Os12g0281300	LOC_Os12g18360
PK4|OsPK4|OsCIPK19	Os05g0514200	LOC_Os05g43840
PLA1	Os10g0403000	LOC_Os10g26340
PLA2-I	Os02g0831700	LOC_Os02g58500
PLA2-II	Os03g0261100	LOC_Os03g15460
PLA2|LHD2	Os01g0907900	LOC_Os01g68000
PLA3|OsLBD3-7|OsLBD37	Os03g0790600	LOC_Os03g57660|LOC_Os03g57670
PMR	None	LOC_Os05g34780
PMS1T	None	None
pms3	None	None
PNZIP|OsCRD1|YL-1	Os01g0279100	LOC_Os01g17170
POX22.3	Os07g0677200	LOC_Os07g48020
POX3006|prx114	Os07g0677500	LOC_Os07g48050
POX5.1|prx113	Os07g0677400	LOC_Os07g48040
POX8.1|prx110	Os07g0677100	LOC_Os07g48010
POXA|prx126	Os10g0109600	LOC_Os10g02070
POXGX9|prx112	Os07g0677300	LOC_Os07g48030
POXN|prx38	Os03g0235000	LOC_Os03g13210
PP2A-A	Os09g0249700	LOC_Os09g07510
prog1	Os07g0153600	LOC_Os07g05900
PRP5	Os08g0159900	LOC_Os08g06344
PRPL12	Os01g0662300	LOC_Os01g47330
psbS2	Os04g0690800	LOC_Os04g59440
PSD	Os07g0613300	LOC_Os07g42180
Psd1	Os01g0822900	LOC_Os01g60740
PSR1	Os01g0357100	LOC_Os01g25484
PSS1	Os08g0117000	LOC_Os08g02380
PSTOL1	None	None
PSY1	Os06g0729000	LOC_Os06g51290
PSY2	Os12g0626400	LOC_Os12g43130
PTB1	Os05g0145000	LOC_Os05g05280
PTC1	Os09g0449000	LOC_Os09g27620
PTOX1	Os03g0847500	LOC_Os03g63010
pwsi18|WSI18	Os01g0705200	LOC_Os01g50910
qCdT7|OsHMA3	Os07g0232900	LOC_Os07g12900
qCTS-9	Os09g0410300	LOC_Os09g24440
qGW8|OsSPL16|GW8	Os08g0531600	LOC_Os08g41940
QHB	Os01g0854500	LOC_Os01g63510
qLTG3-1	Os03g0103300	LOC_Os03g01320
qRT9|OsbHLH120	Os09g0455300	LOC_Os09g28210
qSH1	Os01g0848400	LOC_Os01g62920
qTGW3|TGW3|GL3.3	Os03g0841800	LOC_Os03g62500
R-CPD3L|cbp31	Os07g0479300	LOC_Os07g29620
R2	Os05g0392300	LOC_Os05g32600
RA8	Os09g0480900	LOC_Os09g30320
RAB21|Rab16A|OsRab16A	Os11g0454300	LOC_Os11g26790
RACK1B|OsWD40-122	Os05g0552300	LOC_Os05g47890
RAD51C	Os01g0578000	LOC_Os01g39630
RAFTIN1	Os08g0496800	LOC_Os08g38810
RAG1	Os07g0214100	LOC_Os07g11360
RAG2	Os07g0214300	LOC_Os07g11380
RAI1	Os03g0135700	LOC_Os03g04310
RAMY	Os01g0256500	LOC_Os01g15270
RAN1	Os01g0611100	None
RASI	Os04g0526600	LOC_Os04g44470
RAV6	Os02g0683500	LOC_Os02g45850
RAVL1	Os04g0581400	LOC_Os04g49230
RBS1	Os11g0250000	LOC_Os11g14430
Rc|qSD7-1|qPC7	Os07g0211500	LOC_Os07g11020
RC24	Os06g0726200	LOC_Os06g51060
RCH10	Os03g0418000	LOC_Os03g30470
Rcn1|OsABCG5	Os03g0281900	LOC_Os03g17350
RCN2	Os02g0531600	LOC_Os02g32950
RD22|OsBURP03|OsBURP3	Os01g0733500	LOC_Os01g53240
RDD1	Os01g0264000	LOC_Os01g15900
REB	Os03g0796900	LOC_Os03g58250
REL1	None	LOC_Os01g64380
REL2	Os10g0562700	LOC_Os10g41310
REP-1|OsEP3A	Os01g0907600	LOC_Os01g67980
REP1	Os09g0410500	LOC_Os09g24480
RePRP1.2	Os05g0227600	LOC_Os05g13940
RePRP2.1	Os07g0418700	LOC_Os07g23660
RePRP2.2	Os07g0418600	LOC_Os07g23640
RERJ1|OsOsbHLH006	Os04g0301500	LOC_Os04g23550
Rf17|RMS	Os04g0475900	LOC_Os04g40020
Rf1a|Rf5	Os10g0497300	LOC_Os10g35436
Rf1b	Os10g0499500	LOC_Os10g35640
Rf2	Os02g0274000	LOC_Os02g17380
RF2a|OsbZIP75	Os09g0516200	LOC_Os09g34060
RF2b|OsbZIP30	Os03g0336200	LOC_Os03g21800
Rf4|PPR782a	Os10g0495200	LOC_Os10g35240
Rf98|PPR762	Os10g0495200	LOC_Os10g35240
RFC3	Os05g0230600	LOC_Os05g14170
rFKBP64	Os08g0525600	LOC_Os08g41390
rFKBP65|OsFKBP65	Os04g0352400	LOC_Os04g28420
rFKBP75	Os02g0491400	LOC_Os02g28980
RFL|APO2|SSC	Os04g0598300	LOC_Os04g51000
RFT1	Os06g0157500	LOC_Os06g06300
RGA2	Os12g0489800	LOC_Os12g30590
RGA3	Os04g0111900	LOC_Os04g02110
RGA4	None	None
RGA5	None	None
RGB1	Os03g0669100	LOC_Os03g46640
RGG1	Os03g0635100	LOC_Os03g43480
RGP1	Os09g0281700	LOC_Os09g10940
rgp2	Os05g0280200	LOC_Os05g20050
RH1	Os05g0368000	LOC_Os05g30500
RH2	Os01g0508500	LOC_Os01g32460
RH3	Os01g0508100	LOC_Os01g32380
riceXIP	Os11g0701100	LOC_Os11g47520
RIF1	Os04g0404900	LOC_Os04g33200
RIF2	Os10g0542200	LOC_Os10g39620
RIF3	Os04g0229100	LOC_Os04g15920
RIF4	Os12g0507600	LOC_Os12g32284
RIM1	Os03g0119966	LOC_Os03g02800
Rim2	None	LOC_Os03g44070
RIP1	Os12g0132400	LOC_Os12g03822
Rir1b	Os10g0569400	LOC_Os10g41980
RISBZ1|OsbZIP58|OsSMF1	Os07g0182000	LOC_Os07g08420
RITA1	Os02g0266800	LOC_Os02g16680
RIXI|C10701	Os11g0701800	LOC_Os11g47580
RKe	None	LOC_Os11g46980
RL14	Os10g0558900	LOC_Os10g40960
RL9|SLL1	Os09g0395300	LOC_Os09g23200
RLI	Os11g0546000	LOC_Os11g34350
RLIN1	Os04g0610800	LOC_Os04g52130
RLS1	Os02g0203500	LOC_Os02g10900
RLS2|OsEXO70A1	Os04g0685600	LOC_Os04g58880
RLS3	Os03g0586900	LOC_Os03g38990
rml1|RML1	Os04g0486400	LOC_Os04g40930
RMtATP6	Os03g0606200	LOC_Os03g40920
RNAhA	Os01g0767700	LOC_Os01g56190
RNP29	Os07g0631900	LOC_Os07g43810
RNRL1|V3	Os06g0168600	LOC_Os06g07210
RNRL2	Os02g0804900	LOC_Os02g56100
RNRS1|St1|SDL	Os06g0257450	LOC_Os06g14620
RNRS2	Os06g0127900	LOC_Os06g03720
Roc1	Os08g0187500	LOC_Os08g08820
ROC4	Os04g0569100	LOC_Os04g48070
Roc5|oul1	Os02g0674800	LOC_Os02g45250
ROS1a	Os01g0217900	LOC_Os01g11900
ROX1	Os01g0931400	LOC_Os01g70580
ROX2	Os02g0320100	LOC_Os02g21510
ROX3	Os06g0231300	LOC_Os06g12530
RP6	Os07g0206400	LOC_Os07g10570
RPA1c	Os05g0111000	LOC_Os05g02040
RPA2c	Os06g0693300	LOC_Os06g47830
RPBF|OsDof3	Os02g0252400	LOC_Os02g15350
RPE	Os03g0169100	LOC_Os03g07300
RPL1	Os06g0245600	LOC_Os06g13640
rpL32_8.1	Os08g0524600	LOC_Os08g41300
RPL5	Os01g0896800	LOC_Os01g67134
RPP10|OsACBP1	Os08g0162800	LOC_Os08g06550
Rpp16|OsPBP1	Os04g0531100	LOC_Os04g44870
Rpp17|OsERG1	Os01g0841700	LOC_Os01g62430
RPP31	Os10g0543800	LOC_Os10g39740
RPR1	Os11g0229500	LOC_Os11g12340
RPS14	Os08g0120000	LOC_Os08g02640
RRJ1	Os10g0517500	LOC_Os10g37340
RSG	Os12g0162500	LOC_Os12g06520
RSOsPR10|OsPBZ14	Os12g0555000	LOC_Os12g36830
RSP1	Os01g0795000	LOC_Os01g58240
RSR1	Os05g0121600	LOC_Os05g03040
RSS1	Os02g0606700	LOC_Os02g39390
RSS3	Os11g0446000	LOC_Os11g25920
RSUS3|SUS3	Os07g0616800	LOC_Os07g42490
RTBP1	Os02g0817800	LOC_Os02g57270
rTGA2.1|OsbZIP63|OsNIF1	Os07g0687700	LOC_Os07g48820
rth1|OsAPY	Os07g0682800	LOC_Os07g48430
RTS	Os01g0929600	LOC_Os01g70440
RUBI3	Os04g0628100	LOC_Os04g53620
rubq2	Os02g0161900	LOC_Os02g06640
RUGT-5	Os01g0597800	LOC_Os01g41430
RUPO	Os06g0126250	LOC_Os06g03610
RURM1	None	LOC_Os08g08760
RWC3|OsPIP1;3	Os02g0823100	LOC_Os02g57720
Rymv1	Os04g0499300	LOC_Os04g42140
S27	Os08g0404200	LOC_Os08g31219
S28	Os08g0404300	LOC_Os08g31228
S5(ORF3)	Os06g0212900	LOC_Os06g10990
S5(ORF4)	Os06g0213000	LOC_Os06g11000
S5(ORF5)	Os06g0213100	LOC_Os06g11010
S7	Os07g0455100	LOC_Os07g27180
SAB18	Os11g0163500	LOC_Os11g06410
SAB23	Os12g0514400	LOC_Os12g32980
SAD1	Os08g0422600	LOC_Os08g32690
SAD1L	Os01g0259900	LOC_Os01g15520
SaF	Os01g0578500	LOC_Os01g39670
SaM	Os01g0578700	LOC_Os01g39680
SAMDC1	Os09g0424300	LOC_Os09g25620|LOC_Os09g25625
SAPK1|OsSAPK1	Os03g0390200	LOC_Os03g27280
SAPK10	Os03g0610900	LOC_Os03g41460
SAPK2|OsSAPK2	Os07g0622000	LOC_Os07g42940
SAPK3|REK	Os10g0564500	LOC_Os10g41490
SAPK4|OSPDK	Os01g0869900	LOC_Os01g64970
SAPK5	Os04g0691100	LOC_Os04g59450
SAPK6|OSRK1	Os02g0551100	LOC_Os02g34600
SAPK7	Os04g0432000	LOC_Os04g35240
SAPK9	Os12g0586100	LOC_Os12g39630
SAUR39	Os09g0545300	LOC_Os09g37330
SBI	Os05g0514600	LOC_Os05g43880
Sc	Os03g0247300	LOC_Os03g14310
SCB3	Os03g0245100	LOC_Os03g14120
Sci1|PR6	Os12g0437800	LOC_Os12g25090
sd1|GA20ox2	Os01g0883800	LOC_Os01g66100
SDG701	Os08g0180100	LOC_Os08g08210
SDG708	None	LOC_Os04g34980
SDG714	Os01g0927000	LOC_Os01g70220
SDG724|lvp1	Os09g0307800	LOC_Os09g13740
SDG725	Os02g0554000	LOC_Os02g34850
SDG736|OsSET9	Os02g0611300	LOC_Os02g39800|LOC_Os02g39810
Sdr4	Os07g0585700	LOC_Os07g39700
SDRP	Os03g0102200	LOC_Os03g01230
SDS|OsSDS	Os03g0225200	LOC_Os03g12414
SDS2	Os01g0783800	LOC_Os01g57480
SDT	Os06g0649600	LOC_Os06g44034
Sdt97	Os06g0649800	LOC_Os06g44050
Se13|OsHY2	Os01g0949400	LOC_Os01g72090
Se14	Os03g0151300	LOC_Os03g05680
Se5|OsHY1|OsHO1|YGL2	Os06g0603000	LOC_Os06g40080
SERF1	Os05g0420300	LOC_Os05g34730
SerR	Os04g0555900	LOC_Os04g46930
SF21	Os01g0192600	LOC_Os01g09670
SG1	Os09g0459200	LOC_Os09g28520
SGL1	Os02g0762600	LOC_Os02g52490
SGR	Os09g0532000	LOC_Os09g36200
sh4|SHA1	Os04g0670900	LOC_Os04g57530
SH5	Os05g0455200	LOC_Os05g38120
SHAT1	Os04g0649100	LOC_Os04g55560
SHO1|OsDCL4	Os04g0509300	LOC_Os04g43050
SID1|OsIDD4	Os02g0672100	LOC_Os02g45054
SIDP361	Os01g0612600	LOC_Os01g42700
SIT1	Os02g0640500	LOC_Os02g42780
SL1|OsJAG	Os01g0129200	LOC_Os01g03840
SLAC7	Os01g0385400	LOC_Os01g28840
SLB1|OsMAX1	Os01g0700900	LOC_Os01g50520
SLB2	Os01g0701400	LOC_Os01g50580
SLG	Os08g0562500	LOC_Os08g44840
SLP1	Os01g0702300	LOC_Os01g50680
SLR1|OsGAI	Os03g0707600	LOC_Os03g49990
SMOS1|SHB|RLA1	Os05g0389000	LOC_Os05g32270
SNAC3	Os01g0191300	LOC_Os01g09550
SNB	Os07g0235800	LOC_Os07g13170
Snl6	Os01g0639200	LOC_Os01g45200
SNORKEL1	None	None
SNORKEL2	None	None
SnRK1A|OsSnRK1a	Os05g0530500	LOC_Os05g45420
SnRK1B|OsK4	Os08g0484600	LOC_Os08g37800
SodCc7	Os03g0351500	LOC_Os03g22810
SOR1	Os04g0101800	LOC_Os04g01160
SP1	Os11g0235200	LOC_Os11g12740
SPDT	Os06g0143700	LOC_Os06g05160
sped1-D	Os06g0597500	LOC_Os06g39650
SPH	Os04g0447100	LOC_Os04g37430
SPIN1	Os03g0815700	LOC_Os03g60110
SPIN6	Os07g0658300	LOC_Os07g46450
SPK	Os10g0539600	LOC_Os10g39420
SPL11	Os12g0570000	LOC_Os12g38210
SPL28	Os01g0703600	LOC_Os01g50770
spl5|SF3b3	Os07g0203700	LOC_Os07g10390
Spl7	Os05g0530400	LOC_Os05g45410
SPP	Os06g0625400	LOC_Os06g41990
sps1|SPS|OsSPS1	Os01g0919400	LOC_Os01g69030
SQS	Os03g0805100	LOC_Os03g59040
SRL1|CLD1	Os07g0102300	LOC_Os07g01240
SRL2|AVB|NRL2	Os03g0308200	LOC_Os03g19520
SRS3|OsKINESIN-13A	Os05g0154700	LOC_Os05g06280
SRT702|Sir2	Os12g0179800	LOC_Os12g07950
SRWD1	Os08g0497600	LOC_Os08g38880
SRWD2	Os02g0721600	LOC_Os02g48964
SRWD3	Os06g0171900	LOC_Os06g07540
SRWD4	Os08g0408200	LOC_Os08g31560
SRWD5	Os03g0386000	LOC_Os03g26870
SRZ1	Os02g0203700	LOC_Os02g10920
SSD1	Os03g0302900	LOC_Os03g19080
SSG4	Os01g0179400	LOC_Os01g08420
SSIIB	Os02g0744700	LOC_Os02g51070
SSIIC	Os10g0437600	LOC_Os10g30156
ST2	Os01g0765000	LOC_Os01g55974
STAR1	Os06g0695800	LOC_Os06g48060
STAR2	Os05g0119000	LOC_Os05g02750
Stn7	Os05g0549100	LOC_Os05g47560
STR1	Os09g0401100	LOC_Os09g23640
STR2	Os07g0191600	LOC_Os07g09384
STRK1	Os04g0540900	LOC_Os04g45730
Stt3a	Os04g0675500	LOC_Os04g57890
Sub1A	None	None
Sub1B	Os09g0287000	LOC_Os09g11480
Sub1C	Os09g0286600	LOC_Os09g11460
SUI2	Os05g0554400	LOC_Os05g48060
SUI3	Os01g0683500	LOC_Os01g49024|LOC_Os01g49020
SYMRK	Os07g0568100	LOC_Os07g38070
TAC1	Os09g0529300	LOC_Os09g35980
TAC3	Os03g0726700	LOC_Os03g51660
TAM1|OsPAL9	Os12g0520200	LOC_Os12g33610
TAW1	Os10g0478000	LOC_Os10g33780
TCD10	Os10g0421800	LOC_Os10g28600
TCD11	Os12g0563200	LOC_Os12g37610
TCD5|CSV1|TSV	Os05g0411200	LOC_Os05g34040
TCD9	Os09g0563300	LOC_Os09g38980
TCM1	Os01g0769900	LOC_Os01g56350
TCM5	Os05g0417100	LOC_Os05g34460
TDC1	Os08g0140300	LOC_Os08g04540
TDC2	Os07g0437500	LOC_Os07g25590
TDC3	Os08g0140500	LOC_Os08g04560
TDD1|OASB1	Os04g0463500	LOC_Os04g38950
TDR	Os02g0120500	LOC_Os02g02820
TFIIE	Os10g0397200	LOC_Os10g25770
TGW6	Os06g0623700	LOC_Os06g41850
THIS1	Os01g0751600	LOC_Os01g54810
TID1|SRS5	Os11g0247300	LOC_Os11g14220
TIP2|bHLH142	Os01g0293100	LOC_Os01g18870
TK	Os03g0113100	LOC_Os03g02200
TL	Os12g0124900	None
TLP|PR5	Os03g0663500	LOC_Os03g46070
TMS10L	Os03g0703200	LOC_Os03g49620
TMS5	Os02g0214300	LOC_Os02g12290
TOM1|OsZIFL4	Os11g0134900	LOC_Os11g04020
TOM2	Os11g0135000	LOC_Os11g04030
TOM3	Os11g0135900	LOC_Os11g04104
TOND1	Os12g0630100	LOC_Os12g43440
TOP6A2|OsTOP6A2	Os08g0156900	LOC_Os08g06050
TPI	Os01g0147900	LOC_Os01g05490
TPS46	Os08g0168000	LOC_Os08g07100
TRAB1|OsbZIP66	Os08g0471950|Os08g0472000	LOC_Os08g36790
TSV3	Os03g0799700	LOC_Os03g58540
TUD1|DSG1|ELF1	Os03g0232600	LOC_Os03g13010
TYDC	Os01g0770200	LOC_Os01g56380
U3	Os01g0810000	LOC_Os01g59500
UbL401	Os09g0452700	LOC_Os09g27930
UbL402	Os03g0259500	LOC_Os03g15370
UbL404	Os09g0483400	LOC_Os09g31031
UBQ	Os03g0234200	LOC_Os03g13170
Udt1	Os07g0549600	LOC_Os07g36460
UreG|OsUreG	Os05g0565200	LOC_Os05g49050
UspA	Os05g0355400	LOC_Os05g28740
UTR319	Os07g0265100	LOC_Os07g16150
UXS	Os03g0278000	LOC_Os03g16980
UXS-4	Os01g0837300	LOC_Os01g62020
v-ATP-E	Os01g0659200	LOC_Os01g46980
v2	Os03g0320900	LOC_Os03g20460
VLN2	Os03g0356700	LOC_Os03g24220
Vsl1	Os08g0290100	LOC_Os08g19320
VSR3|OsVSR3	Os07g0680000	LOC_Os07g48229
VYL	Os03g0411500	LOC_Os03g29810
WAF1|OsHEN1	Os07g0164000	LOC_Os07g06970
WDA1	Os10g0471100	LOC_Os10g33250
WDL1	Os11g0708400	LOC_Os11g48070
WFSL1	Os01g0109300	LOC_Os01g01920
WIN1	Os03g0347700	LOC_Os03g22600
WLP1	Os01g0749200	LOC_Os01g54540
WLP2|OsFLN1	Os01g0851000	LOC_Os01g63220
WOX11	Os07g0684900	LOC_Os07g48560
WP1|OsValRS2	Os07g0163500	LOC_Os07g06940
WRKY70	Os05g0474800	LOC_Os05g39720
wsi76	Os07g0687900	LOC_Os07g48830
WSL	Os01g0559500|Os01g0559550	LOC_Os01g37870
WSL1	Os06g0598800	LOC_Os06g39750
WSL3	Os04g0483500	LOC_Os04g40730
WSL4|CUT1L	Os03g0220100	LOC_Os03g12030
WSP1	Os04g0601800	LOC_Os04g51280
WTG1|OsOTUB1	Os08g0537800	LOC_Os08g42540
Wx	Os06g0133000	LOC_Os06g04200
Xa1	None	LOC_Os04g53120
XA10	Os11g0586701	LOC_Os11g37620
Xa10-Ni	Os11g0586400	LOC_Os11g37570
xa21	Os11g0559200	LOC_Os11g35500
XA23	None	None
Xa25	Os12g0476200	LOC_Os12g29220
Xa26|Xa3	None	LOC_Os11g47210
Xa27	None	None
Xa5	Os05g0107700	LOC_Os05g01710
XB15|PP2C	Os03g0821300	LOC_Os03g60650
XB21	Os12g0548200	LOC_Os12g36180
XB24	Os01g0771200	LOC_Os01g56470
Xb3	Os05g0112000	LOC_Os05g02130
XIAO	Os04g0576900	LOC_Os04g48760
XIK1	Os02g0553000	LOC_Os02g34790
XRCC3	Os02g0562100	LOC_Os02g35450
XYH	Os05g0298700	LOC_Os05g23350
XYXT1	Os06g0707000	LOC_Os06g49300
YDA1	Os04g0559800	LOC_Os04g47240
YGL1|OsCHLG	Os05g0349700	LOC_Os05g28200
YGL138(t)	Os11g0153600	LOC_Os11g05552
YGL18	Os06g0132400	LOC_Os06g04150
YGL8|YL2	Os01g0965400	LOC_Os01g73450
YK704	Os08g0130500	LOC_Os08g03640
YL1|YS83	Os02g0152900	LOC_Os02g05890
YLC1|OsV5A	Os09g0380200	LOC_Os09g21250
YSA	Os03g0597200	LOC_Os03g40020
YSS1	Os04g0692200	LOC_Os04g59570
YY1|OsLTPc2|LTPL45	Os09g0525500	LOC_Os09g35700
Z3	Os03g0147400	LOC_Os03g05390
ZEP1	Os04g0452500	LOC_Os04g37960
ZFP15	Os03g0820400	LOC_Os03g60570
ZFP177	Os07g0168800	LOC_Os07g07350
ZFP179	Os01g0839100	LOC_Os01g62190
ZFP182|ZOS3-21	Os03g0820300	LOC_Os03g60560
ZFP185	Os02g0195600	LOC_Os02g10200
ZFP245	Os07g0588700	LOC_Os07g39970
ZFP252|RZF71	Os12g0583700	LOC_Os12g39400
ZIP4|SPO22	Os01g0890900	LOC_Os01g66690
ZN	Os06g0116400	LOC_Os06g02580
ZOS8-11	Os08g0517300	LOC_Os08g40560
ZYGO1	Os01g0219200	LOC_Os01g11990
